Image,DICE
192_img_sli_001.npy,0.224944321
192_img_sli_002.npy,0.227054685
192_img_sli_003.npy,0.398637911
192_img_sli_004.npy,0.425186628
192_img_sli_005.npy,0.364540932
192_img_sli_009.npy,0.010680908
193_img_sli_000.npy,0.155339806
193_img_sli_001.npy,0.030651341
193_img_sli_002.npy,0
193_img_sli_003.npy,0.201486375
193_img_sli_004.npy,0.47020585
193_img_sli_005.npy,0.12191582
193_img_sli_006.npy,0.224926254
193_img_sli_007.npy,0.062787777
193_img_sli_008.npy,0.459770115
193_img_sli_009.npy,0.433665008
193_img_sli_011.npy,0.236467236
194_img_sli_001.npy,0.550012791
194_img_sli_003.npy,0.558234098
194_img_sli_004.npy,0.725490196
194_img_sli_005.npy,0.665109489
194_img_sli_006.npy,0.484790875
194_img_sli_007.npy,0.531487271
194_img_sli_008.npy,0.439308128
194_img_sli_009.npy,0.57071792
194_img_sli_010.npy,0.465364121
194_img_sli_011.npy,0.476035743
194_img_sli_012.npy,0.091254753
195_img_sli_000.npy,0.411592315
195_img_sli_002.npy,0.591536196
195_img_sli_004.npy,0.241212957
195_img_sli_006.npy,0.21761158
195_img_sli_007.npy,0.229233741
197_img_sli_000.npy,0.249697556
197_img_sli_001.npy,0.44982699
197_img_sli_002.npy,0.23795404
197_img_sli_003.npy,0.170582227
197_img_sli_004.npy,0.138254247
197_img_sli_005.npy,0.497218656
197_img_sli_006.npy,0.488703924
